release_date,movie,production_budget,domestic_gross,worldwide_gross
2008-05-28,Savage Grace,4.6,0.434417,0.968805
2007-10-19,Out of the Blue,4.6,7.28e-4,0.731767
1984-03-23,Police Academy,4.5,81.198894,81.198894
1994-03-09,Four Weddings and a Funeral,4.5,52.700832,242.895809
1980-06-20,The Blue Lagoon,4.5,47.923795,47.923795
1982-08-13,Fast Times at Ridgemont High,4.5,27.09288,27.09288
1996-09-28,Secrets & Lies,4.5,13.417292,13.417292
2002-12-19,25th Hour,4.5,13.084595,25.34449
1956-01-01,Moby Dick,4.5,10.4,10.4
1996-10-04,Bound,4.5,3.80226,7.011317
2000-10-06,Requiem for a Dream,4.5,3.635482,7.389233
1962-03-09,State Fair,4.5,3.5,3.5
2008-10-24,Låt den rätte komma in,4.5,2.1220850000000002,12.247682
1999-02-12,Tango,4.5,1.687311,5.428387
1986-04-23,Salvador,4.5,1.5,1.5
2001-10-26,Donnie Darko,4.5,1.452073,7.482944
2011-09-02,Salvando al Soldado Perez,4.5,1.400726,9.330465
1998-03-27,Karakter,4.5,0.713413,0.713413
2011-08-19,Nannerl la soeur de Mozart,4.5,0.707885,2.404639
2003-03-14,Spun,4.5,0.410241,1.022649
2010-07-23,Life During Wartime,4.5,0.281447,0.281447
2006-05-04,Chinjeolhan geumjassi,4.5,0.211667,23.471871
2011-10-07,Blackthorn,4.5,0.200558,1.217307
2015-05-08,Maggie,4.5,0.187112,0.597989
2003-04-18,Lilja 4-ever,4.5,0.181655,4.556982
2010-04-09,After.Life,4.5,0.108596,2.481925
2002-02-22,Mean Machine,4.5,0.092723,0.092723
2007-08-31,Fong juk,4.5,0.051957,0.051957
2010-07-23,Spoken Word,4.5,0.032961,0.032961
2013-03-01,The Sweeney,4.5,0.026345,7.838405
2014-09-04,Falcon Rising,4.5,0.011774,0.011774
2013-06-25,Hansel & Gretel Get Baked,4.5,0,0
2014-11-07,Fugly,4.5,0,0
2015-08-28,Zipper,4.5,0,0
1975-11-19,One Flew Over the Cuckoo's Nest,4.4,108.981275,108.981275
1976-06-25,Silent Movie,4.4,36.145695,36.145695
2016-12-31,Airlift (2016),4.4,0,9.969237
2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,4.4,0,0
2014-06-06,Anna,4.357373,0,1.2
2003-06-06,Whale Rider,4.3,20.779666,39.3746
2001-06-13,Sexy Beast,4.3,6.946056,10.158355
2009-12-04,Paa,4.3,0.199228,9.791282
2012-07-11,Snabba Cash,4.3,0.18887,10.212403
1990-10-19,Night of the Living Dead,4.2,5.835247,5.835247
2006-02-17,Nochnoy dozor,4.2,1.502188,33.913542
2010-08-13,Animal Kingdom,4.2,1.044039,8.078683
2010-05-28,George A. Romero's Survival of the Dead,4.2,0.10174,0.10174
2011-10-21,Cargo,4.2,0,0.31323
2006-05-23,High School Musical,4.2,0,0
1998-03-06,Love and Death on Long Island,4.03,2.542264,2.542264
1982-03-19,Porky's,4,109.492484,109.492484
1953-02-05,Peter Pan,4,87.4,87.4
1992-11-25,The Crying Game,4,62.546695,62.546695
2003-09-12,Lost in Translation,4,44.585453,117.085297
1977-04-20,Annie Hall,4,38.251425,38.251425
1952-01-10,The Greatest Show on Earth,4,36,36
2015-01-23,The Boy Next Door,4,35.42338,52.819253
1995-10-27,Leaving Las Vegas,4,31.983777,49.8
2001-12-26,Monster's Ball,4,31.273922,43.766463
2014-07-11,Boyhood,4,25.379975,57.273049
1960-01-01,Exodus,4,21.75,21.75
2010-07-09,The Kids Are All Right,4,20.811365,36.275469
1979-08-17,The Life of Brian,4,20.008693,20.008693
2014-04-18,A Haunted House 2,4,17.329487,21.206861
2013-03-01,The Last Exorcism Part II,4,15.179303,25.448707
1974-12-17,The Front Page,4,15,15
1956-01-01,Trapeze,4,14.4,14.4
1985-08-16,The Return of the Living Dead,4,14.23788,14.23788
1988-11-04,They Live,4,13,13
2000-08-04,Saving Grace,4,12.178602,27.786849
1963-08-08,The Great Escape,4,11.744471,11.744471
2004-02-06,What the #'! Do We Know,4,10.941801,10.941801
2016-05-13,The Darkness,4,10.753574,10.898293
2006-07-28,Scoop,4,10.525717,40.107018
2001-11-14,The Wash,4,10.097096,10.097096
2000-03-01,3 Strikes,4,9.821335,9.821335
2008-04-11,The Visitor,4,9.427026,19.174817
2003-11-26,The Cooler,4,8.291572,11.131455
1961-01-01,The Misfits,4,8.2,8.2
2006-08-04,The Night Listener,4,7.836393,10.770993
1995-02-03,The Jerky Boys,4,7.555256,7.555256
2007-12-28,El orfanato,4,7.159147,79.250193
2007-05-25,Bug,4,7.006708,8.302995
2002-10-11,The Rules of Attraction,4,6.525762,11.79906
1969-12-19,Topaz,4,6,6
2006-11-17,Let's Go to Prison,4,4.630045,4.630045
1995-12-25,Four Rooms,4,4.301,4.301
2002-09-20,Secretary,4,4.046737,9.413956
2003-04-25,The Real Cancun,4,3.816594,3.816594
1988-12-01,Talk Radio,4,3.468572,3.468572
1997-01-31,Waiting for Guffman,4,2.922988,2.922988
1999-09-10,Love Stinks,4,2.793776,2.793776
2012-08-24,Samsara,4,2.672413,5.966671
2007-06-22,You Kill Me,4,2.426851,3.858964
2011-06-17,The Art of Getting By,4,1.430241,1.989035
2005-09-16,Thumbsucker,4,1.328679,1.919197
2011-03-05,Red State,4,1.065429,1.983596
2005-09-30,MirrorMask,4,0.864959,0.973613
1987-03-31,The Barbarians,4,0.8,0.8
2012-10-17,Holy Motors,4,0.641054,4.230426
2003-02-28,Poolhall Junkies,4,0.563711,0.563711
1999-05-28,The Loss of Sexual Innocence,4,0.399793,0.399793
2014-03-07,The Face of Love,4,0.385069,1.158877
2014-04-11,Joe,4,0.373375,0.373375
1988-03-04,Prison,4,0.354704,0.354704
1998-05-01,Shooting Fish,4,0.302204,0.302204
2009-05-08,Adoration,4,0.294244,0.384244
2000-08-04,Psycho Beach Party,4,0.267972,0.267972
2000-01-28,The Big Tease,4,0.185577,0.185577
2015-04-10,Desert Dancer,4,0.155271,0.324218
2015-01-30,Guten Tag Ramon,4,0.154356,4.854356
2003-07-25,Mondays in the Sun,4,0.146402,0.146402
2015-06-19,Manglehorn,4,0.13227,0.797439
2011-04-01,Trust,4,0.120016,0.120016
2000-12-22,An Everlasting Piece,4,0.075078,0.075078
1999-03-26,Among Giants,4,0.064359,0.064359
1999-07-16,The Velocity of Gary,4,0.034145,0.034145
2011-04-22,Stake Land,4,0.033245,0.679482
2015-02-27,Praia do Futuro,4,0.02062,0.760678
2002-12-27,Sonny,4,0.017639,0.017639
1997-06-20,The Last Time I Committed Suicide,4,0.012836,0.012836
2011-11-18,Another Happy Day,4,0.00912,0.978527
2013-02-22,Inescapable,4,0.004327,0.004327
2013-12-31,Geograf globus propil,4,0,4.454853
2012-03-20,A Lonely Place to Die,4,0,0.44255
2003-12-31,Nothing,4,0,0.06318
2012-06-01,The Loved Ones,4,0,0.012302
1972-11-09,1776,4,0,0
1930-01-01,Hell's Angels,4,0,0
2008-08-26,Purple Violets,4,0,0
2012-11-09,Replicas,4,0,0
2012-12-31,The Helpers,4,0,0
2015-12-31,The Veil,4,0,0
2014-07-11,The Perfect Wave,4,0,0
2012-12-31,How to Fall in Love,4,0,0
2015-09-08,Chain of Command,4,0,0
1939-12-15,Gone with the Wind,3.9,198.68047,390.525192
1966-12-12,A Man for All Seasons,3.9,28.35,28.35
1925-12-30,Ben-Hur,3.9,9,9
1976-01-01,Network,3.8,23.689877,23.689877
2011-01-14,Down for Life,3.8,0.041914,0.041914
2010-04-30,The Good Heart,3.8,0.02093,0.34093
1965-04-07,Major Dundee,3.8,0.014873,0.014873
1950-05-17,Annie Get Your Gun,3.768785,8,8
2006-08-11,Casa de Areia,3.75,0.539285,1.178175
2010-11-05,Four Lions,3.75,0.310007,2.436111
2010-02-19,Defendor,3.75,0.044462,0.044462
1970-05-13,The Ballad of Cable Hogue,3.716946,3.5,5
1948-01-01,The Pirate,3.7,2.956,2.956
2006-11-21,The History Boys,3.7,2.730296,13.447998
2006-11-03,Unknown,3.7,0.026403,3.355048
1969-05-25,Midnight Cowboy,3.6,44.785053,44.785053
1980-07-04,Airplane!,3.5,83.453539,83.453539
1970-01-01,M*A*S*H,3.5,81.6,81.6
1997-08-13,The Full Monty,3.5,45.950122,257.938649
1993-05-26,Menace II Society,3.5,27.731527,27.731527
1995-04-26,Friday,3.5,27.467564,27.936778
2016-02-19,The Witch,3.5,25.138705,40.45452
2002-12-06,Empire,3.5,17.504595,18.495444
2013-02-22,Dark Skies,3.5,17.418667,27.704111
1987-05-01,Creepshow 2,3.5,14,14
1967-01-01,In Cold Blood,3.5,13,13.007551
1959-01-01,The Nun's Story,3.5,12.8,12.8
1972-06-21,Frenzy,3.5,12.6,12.6
1966-02-23,Harper,3.5,12,12
1998-05-27,I Got the Hook-Up!,3.5,10.317779,10.317779
1996-08-23,She's the One,3.5,9.482579,13.795053
1980-01-01,Terror Train,3.5,8,8
1998-11-06,Gods and Monsters,3.5,6.451628,6.451628
2010-04-16,El secreto de sus ojos,3.5,6.391436,40.527719
1987-03-13,Evil Dead II,3.5,5.923044,5.923044
1985-07-03,Day of the Dead,3.5,5.804262,34.004262
2001-06-29,Pootie Tang,3.5,3.293258,3.293258
2000-04-19,La otra conquista,3.5,0.88641,0.88641
2011-06-10,Trolljegeren,3.5,0.253444,5.706638
2007-09-14,Ira and Abby,3.5,0.221096,0.221096
2016-01-08,The Masked Saint,3.5,0.182695,0.182695
2006-02-17,Winter Passing,3.5,0.107492,0.113783
2005-03-25,D.E.B.S.,3.5,0.096793,0.096793
2016-06-03,Time to Choose,3.5,0.029233,0.029233
2009-06-26,Surveillance,3.5,0.027349,1.396395
1999-09-17,Taxman,3.5,0.009871,0.009871
2009-06-30,The Betrayed,3.5,0,0
2006-10-01,The Secret,3.5,0,0
2011-06-28,2:13,3.5,0,0
2013-01-29,Batman: The Dark Knight Returns Part 2,3.5,0,0
2014-03-11,In the Name of the King III,3.5,0,0
2014-03-04,Wicked Blood,3.5,0,0
2015-06-05,Dawn Patrol,3.5,0,0
2013-05-17,Jagten,3.45,0.687185,18.309793
2015-09-01,Lords of London,3.44,0,0
2005-06-24,La marche de l'empereur,3.4,77.437223,133.276359
1977-12-23,High Anxiety,3.4,31.063038,31.063038
2011-10-21,Margin Call,3.4,5.353586,20.433227
2008-09-26,Choke,3.4,2.926565,4.124277
2004-04-23,L'incomparable mademoiselle C.,3.4,0.493905,0.493905
2008-07-11,August,3.4,0.012636,0.012636
2015-03-03,To Write Love On Her Arms,3.4,0,0
1956-02-16,Carousel,3.38,0,0.00322
2014-10-10,Whiplash,3.3,13.092006,33.474334
2007-10-26,Bella,3.3,8.093373,12.405473
2003-01-17,Cidade de Deus,3.3,7.563397,32.059295
2000-05-05,Human Traffic,3.3,0.104257,5.42274
2006-12-29,The Dead Girl,3.3,0.019875,0.019875
2015-01-20,The Opposite Sex,3.3,0,0.040262
1983-11-18,A Christmas Story,3.25,20.605209,20.605209
1982-08-20,Class of 1984,3.25,6.965361,6.965361
2009-01-30,Entre les murs,3.25,3.76681,34.114067
1999-10-29,Dreaming of Joseph Lees,3.25,0.00768,0.00768
1968-06-12,Rosemary's Baby,3.2,33.395426,33.395426
1962-01-01,The Man Who Shot Liberty Valance,3.2,8,8
2004-07-16,Maria Full of Grace,3.2,6.529624,14.441158
2011-06-03,Beginners,3.2,5.790894,14.314407
2009-07-29,Adam,3.2,2.277396,2.82859
2006-09-22,Feast,3.2,0.056131,0.690872
1946-01-01,It's a Wonderful Life,3.18,6.6,9.576159
1996-07-19,Trainspotting,3.1,16.501785,71.558971
2013-04-12,Antiviral,3.1,0,0.123407
1978-07-28,National Lampoon's Animal House,3,141.6,141.6
2010-10-20,Paranormal Activity 2,3,84.752907,177.512032
2015-08-28,War Room,3,67.790117,73.975239
2013-06-07,The Purge,3,64.473115,91.266581
1964-12-22,Goldfinger,3,51.1,124.9
2012-10-12,Sinister,3,48.086903,87.727807
2000-08-18,The Original Kings of Comedy,3,38.168022,38.236338
1957-12-18,The Bridge on the River Kwai,3,33.3,33.3
1978-01-01,Coming Home,3,32.653,32.653
1998-11-20,Waking Ned Devine,3,24.793251,55.193251
1997-08-01,Air Bud,3,24.646936,27.788649
2002-10-11,Bowling for Columbine,3,21.576018,58.240487
1985-11-01,A Nightmare On Elm Street Part 2: Freddy's Revenge,3,21.163999,21.163999
1986-03-07,A Room with a View,3,20.966644,20.966644
1975-06-10,Love and Death,3,20.123742,20.123742
1986-08-01,Friday the 13th Part VI: Jason Lives,3,19.472057,19.472057
2002-08-02,Martin Lawrence Live: RunTelDat,3,19.18482,19.18482
1960-01-01,The Apartment,3,18.6,24.6
1958-09-20,Cat on a Hot Tin Roof,3,17.570324,17.570324
1970-05-26,Beneath the Planet of the Apes,3,17.489009,17.489009
2001-04-06,Pokemon 3: The Movie,3,17.052128,68.452128
1993-08-13,Jason Goes to Hell: The Final Friday,3,15.935068,15.935068
1990-04-27,Spaced Invaders,3,15,15
1976-04-09,Family Plot,3,13.2,13.2
1966-07-16,Torn Curtain,3,13,13
2006-03-03,Dave Chappelle's Block Party,3,11.718595,12.051924
1985-10-25,Krush Groove,3,11.052713,11.052713
1960-01-01,Elmer Gantry,3,10.4,10.4
2009-05-08,Next Day Air,3,10.027047,10.172519
1961-01-01,Judgment at Nuremberg,3,10,10
1999-05-12,Trippin',3,9.01707,9.01707
1948-01-01,Red River,3,9.012,9.012
2001-08-08,The Deep End,3,8.823109,9.981635
2013-05-24,Before Midnight,3,8.110621,23.299151
1987-11-20,Teen Wolf Too,3,7.888,7.888
2009-07-31,The Collector,3,7.712114,10.473836
1988-07-08,Phantasm II,3,7.282851,7.282851
2006-04-07,Phat Girlz,3,7.061128,7.301115
2004-10-01,Woman Thou Art Loosed,3,6.87973,6.87973
2002-10-18,Real Women Have Curves,3,5.853194,7.77779
1981-08-28,Gallipoli,3,5.732587,5.732587
2006-04-28,Water,3,5.529144,11.322573
2016-07-22,Don’t Think Twice,3,4.417983,4.417983
2016-06-24,Swiss Army Man,3,4.210454,5.100863
2000-04-14,East is East,3,4.170647,30.438635
2000-09-01,Whipped,3,4.142507,4.142507
1997-02-28,Kama Sutra,3,4.109095,4.109095
2013-05-17,Frances Ha,3,4.067398,11.267511
2010-04-30,Please Give,3,4.033574,4.570178
1971-06-30,Willy Wonka & the Chocolate Factory,3,4,4
1993-09-24,Warlock: The Armageddon,3,3.902679,3.902679
1997-04-18,8 Heads in a Duffel Bag,3,3.602884,4.002884
1978-09-13,Days of Heaven,3,3.446749,3.66088
2002-05-24,Thirteen Conversations About One Thing,3,3.287435,3.705923
2016-04-22,Compadres,3,3.127773,7.445044
1999-02-19,Jawbreaker,3,3.07682,3.07682
1996-08-09,Basquiat,3,2.962051,2.962051
2006-02-24,Tsotsi,3,2.912606,11.537539
2010-04-09,Letters to God,3,2.848587,3.237452
1998-10-16,Happiness,3,2.746453,5.746453
2003-04-04,DysFunkTional Family,3,2.255,2.255
2014-09-19,Tusk,3,1.821983,1.821983
2003-10-24,Elephant,3,1.266955,10.051516
2012-04-06,Damsels in Distress,3,1.007535,1.324299
2005-03-25,Oldboy,3,0.707391,6.239723
2011-05-06,Hobo with a Shotgun,3,0.703372,0.834953
2012-09-07,Bachelorette,3,0.44677,12.577401
2010-01-15,Fish Tank,3,0.374675,5.922292
2011-09-09,Creature,3,0.331,0.331
1996-08-23,Freeway,3,0.295493,0.295493
2006-10-06,Love's Abiding Joy,3,0.252726,0.252726
1993-02-12,Braindead,3,0.242623,0.242623
2010-10-01,Chain Letter,3,0.205842,1.022453
2012-03-02,Tim and Eric's Billion Dollar Movie,3,0.201436,0.223652
2007-11-09,Holly,3,0.163069,0.163069
2010-03-26,The Eclipse,3,0.133411,0.133411
2008-03-21,The Grand,3,0.115879,0.115879
2006-03-17,Sommersturm,3,0.095204,0.095204
2014-08-15,Fort McCoy,3,0.078948,0.078948
1999-08-04,The Gambler,3,0.051773,0.101773
2000-10-13,Just Looking,3,0.039852,0.039852
2015-09-04,Before We Go,3,0.037151000000000003,0.379161
2012-01-13,The Divide,3,0.018,0.156362
2011-09-09,Tanner Hall,3,0.005073,0.005073
2005-09-30,My Big Fat Independent Movie,3,0.004655,0.004655
2014-12-31,Demonic,3,0,4.668109
2008-04-15,à L'Intérieur,3,0,0.895932
2014-06-27,They Came Together,3,0,0.08278
2013-05-21,Open Road,3,0,0.047469
1951-07-28,Alice in Wonderland,3,0,0
2010-10-01,Barry Munday,3,0,0
2009-12-31,The Deported,3,0,0
2009-12-31,Chicago Overcoat,3,0,0
2011-09-13,Never Back Down 2: The Beatdown,3,0,0
2015-12-31,AWOL-72,3,0,0
2013-01-15,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,3,0,0
2015-02-06,Enter the Dangerous Mind,3,0,0
2015-03-17,Something Wicked,3,0,0
2014-07-08,Point Blank,3,0,0
2014-10-27,Iguana,3,0,0
2009-12-31,Four Single Fathers,3,0,0
2015-08-14,Amnesiac,3,0,0
2015-12-31,Unnatural,3,0,0
2015-12-11,Close Range,3,0,0
1950-02-15,Cinderella,2.9,85,263.591415
1998-11-20,Central do Brasil,2.9,5.969553,17.006158
1961-01-01,Pocketful of Miracles,2.9,5,5
2006-03-24,Boynton Beach Club,2.9,3.127472,3.127472
2010-10-01,Freakonomics,2.9,0.10127,0.172867
2011-08-19,Griff the Invisible,2.9,0.020778,0.025935
1959-03-29,Some Like it Hot,2.883848,25,25
2005-06-10,High Tension,2.85,3.681066,6.435262
1974-12-15,Young Frankenstein,2.8,86.3,86.3
1976-06-25,The Omen,2.8,48.570885,48.570885
2005-07-22,Hustle & Flow,2.8,22.202809,23.591783
1988-05-13,Friday the 13th Part VII: The New Blood,2.8,19.170001,19.170001
2006-09-15,Artie Lange's Beer League,2.8,0.475,0.475
1939-08-25,The Wizard of Oz,2.777,33.711566,33.754967
2008-02-15,Diary of the Dead,2.75,0.95262,5.394447
1979-10-17,The Black Stallion,2.7,37.799643,37.799643
1997-06-13,Ulee's Gold,2.7,9.054736,15.6
2006-09-01,Lage Raho Munna Bhai,2.7,2.217561,31.517561
2015-12-31,Sardaar Ji,2.7,0,8.2
2008-12-31,Rejsen til Saturn,2.7,0,5.377665
1963-01-01,Donovan's Reef,2.686,6.6,6.6
1956-01-12,Diane,2.66,0,0
1998-01-16,The Dress,2.65,0.016556,0.016556
1943-12-24,A Guy Named Joe,2.627,5.363,5.363
1974-01-01,Blazing Saddles,2.6,119.5,119.5
1984-04-13,Friday the 13th Part IV: The Final Chapter,2.6,32.98088,32.98088
2014-05-02,Ida,2.6,3.82706,15.298355
1987-01-01,Maurice,2.6,3.137564,3.137564
2004-07-09,Riding Giants,2.6,2.276368,3.292333
2008-12-12,Los Cronocrímenes,2.6,0.039127,0.564474
2011-12-31,La Cara Oculta,2.6,0,7.033931
2007-12-07,Timber Falls,2.6,0,0.071248
2008-12-31,Silver Medalist,2.6,0,0
2011-04-01,Fat Sick & Nearly Dead,2.6,0,0
1952-04-10,Singin' in the Rain,2.54,7.2,7.2
2013-01-11,A Haunted House,2.5,40.041683,59.922558
2012-07-13,2016: Obama’s America,2.5,33.349941,33.349941
2013-07-03,Kevin Hart: Let Me Explain,2.5,32.244051,32.327255
2004-07-28,Garden State,2.5,26.782316,36.028802
1996-10-04,That Thing You Do!,2.5,25.857416,34.557416
1981-10-30,Halloween II,2.5,25.533818,25.533818
1982-10-22,Halloween 3: Season of the Witch,2.5,14.4,14.4
2008-10-01,Religulous,2.5,13.01116,13.881317
1971-01-01,Escape from the Planet of the Apes,2.5,12.3,12.3
1963-05-29,Hud,2.5,10,10
2013-08-02,The Spectacular Now,2.5,6.852971,6.916951
1991-09-29,My Own Private Idaho,2.5,6.401336,6.401336
1995-01-27,Before Sunrise,2.5,5.274005,5.680984
2016-06-24,Hunt for the Wilderpeople,2.5,5.205471,23.272861
2012-08-17,Robot & Frank,2.5,3.317468,4.934356
2003-10-03,Sur Le Seuil,2.5,2.013052,2.013052
2000-06-16,Jesus' Son,2.5,1.282084,1.687548
2005-05-27,Saving Face,2.5,1.187266,1.269705
2008-06-20,Brick Lane,2.5,1.094998,3.838486
2013-03-01,The Lost Medallion: The Adventures of Billy Stone,2.5,0.549632,0.549632
2003-09-26,My Life Without Me,2.5,0.43236,12.267275
2006-03-31,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2.5,0.349132,0.497195
2011-04-01,Super,2.5,0.327716,0.593933
2008-11-14,Fuel,2.5,0.174255,0.174255
2010-04-09,Valley of the Hearts Delight,2.5,0.118666,0.118666
2008-10-31,The Other End of the Line,2.5,0.115504,0.507446
2010-06-18,8: The Mormon Proposition,2.5,0.10028,0.10028
2009-04-17,Sleep Dealer,2.5,0.080136,0.108907
2007-08-24,Eye of the Dolphin,2.5,0.07221,0.07226
2013-08-16,Underdogs,2.5,0.035017,0.035017
2000-09-08,Anatomie,2.5,0.009598,0.009598
2009-12-31,The Calling,2.5,0,0
2013-06-21,Alien Uprising,2.5,0,0
2010-12-31,Christmas Mail,2.5,0,0
2015-07-03,Stung,2.5,0,0
2017-09-01,Sky Sharks,2.5,0,0
2015-10-13,8 Days,2.5,0,0
2016-09-02,Antibirth,2.5,0,0
2016-02-02,The Rise of the Krays,2.5,0,0
2011-05-13,Go For It!,2.45,0.180237,0.182358
1996-10-16,Get on the Bus,2.4,5.691854,5.691854
2007-01-05,Thr3e,2.4,1.008849,1.420418
2006-09-01,Idiocracy,2.4,0.444093,0.500296
2009-12-31,Nikté,2.4,0,1.333891
2014-11-14,Always Woodstock,2.4,0,0
2007-07-25,This is England,2.38,0.327919,8.739576
1944-01-01,Bathing Beauty,2.361,3.5,3.5
2015-03-20,Do You Believe?,2.3,12.9856,14.30554
1951-09-24,Show Boat,2.3,11,11
1998-05-01,Dancer Texas Pop. 81,2.3,0.574838,0.574838
2011-08-26,Redemption Road,2.3,0.029384,0.029384
2015-04-15,The Toxic Avenger Part II,2.3,0,0
2016-01-19,Eden,2.3,0,0
1987-06-19,The Brave  Little Toaster,2.3,0,0
1940-11-13,Fantasia,2.28,83.32,83.32
1982-08-13,Friday the 13th Part 3,2.25,36.690067,36.690067
1971-10-09,The French Connection,2.2,41.158757,41.158757
1985-03-22,Friday the 13th Part V: A New Beginning,2.2,21.930418,21.930418
2007-02-09,The Last Sin Eater,2.2,0.38839,0.38839
2008-12-31,Impact Point,2.2,0,0
1945-01-01,The Valley of Decision,2.16,9.132,9.132
2005-12-31,Chicken Tikka Masala,2.16,0,0.037865
2008-10-07,Jack Brooks: Monster Slayer,2.15,0,0
1946-11-21,The Best Years of Our Lives,2.1,23.6,23.6
2001-07-13,Bully,2.1,0.881824,1.381824
2002-05-29,Elling,2.1,0.313436,0.313436
2016-10-16,Mi America,2.1,0.00333,0.00333
2009-07-14,[Rec],2.1,0,23.266821
2012-12-31,Infected,2.1,0,0
2010-12-31,Lies in Plain Sight,2.1,0,0
2015-10-06,The Timber,2.1,0,0
2016-01-19,Sharkskin,2.1,0,0
2011-09-30,Courageous,2,34.522221,35.185884
1964-04-08,From Russia With Love,2,24.8,78.9
1982-05-21,Mad Max 2: The Road Warrior,2,24.600832,24.600832
1946-01-01,Notorious,2,24.464742,24.464742
1967-08-02,In the Heat of the Night,2,24.379978,24.391108
1973-12-17,Sleeper,2,18.344729,18.344729
1972-08-11,Everything You Always Wanted to Know,2,18.01629,18.01629
2015-03-13,It Follows,2,14.674077,20.649774
1962-12-25,To Kill A Mockingbird,2,13.129846,13.129846
2012-03-09,Silent House,2,12.739737,16.61076
2000-10-20,The Legend of Drunken Master,2,11.546543,11.546543
1999-10-08,Boys Don't Cry,2,11.540607,20.741
2007-02-09,Das Leben der Anderen,2,11.284657,81.197047
1962-01-01,Lolita,2,9.25,9.25
1940-01-01,Boom Town,2,9.172,9.172
1947-01-01,Gentleman's Agreement,2,7.8,7.8
1961-09-25,The Hustler,2,7.6,7.6
1986-12-31,Witchboard,2,7.369373,7.369373
2003-11-26,Les Triplettes de Belleville,2,7.3012879999999996,17.403168
1998-06-26,Smoke Signals,2,6.7193,7.756617
2010-06-11,Winter's Bone,2,6.531503,16.131551
2014-10-10,Meet the Mormons,2,6.047363,6.049171
2003-08-15,American Splendor,2,6.003587,8.685632
2004-07-02,Before Sunset,2,5.792822,11.24328
2001-03-30,Amores Perros,2,5.383834,20.883834
2003-08-20,Thirteen,2,4.601043,9.505996
2004-01-23,Touching the Void,2,4.593598,15.396525
2010-10-08,Inside Job,2,4.311834,7.799257
1938-01-01,Alexander's Ragtime Band,2,4,4
2005-06-17,Me and You and Everyone We Know,2,3.885134,9.615464
2015-08-28,We Are Your Friends,2,3.591417,10.166209
2006-11-10,Harsh Times,2,3.337931,6.225304
2000-03-03,Ghost Dog: Way of the Samurai,2,3.33023,6.03023
2015-09-18,Captive,2,2.583301,2.791973
2002-08-02,Full Frontal,2,2.512846,3.438804
2008-12-25,Waltz with Bashir,2,2.283849,13.912289
2006-06-28,Strangers with Candy,2,2.072645,2.077844
2006-10-04,Shortbus,2,1.985292,1.985292
2008-05-02,Son of Rambow: A Home Movie,2,1.785505,11.263263
2003-09-12,The Book of Mormon Movie Volume 1: The Journey,2,1.660865,1.660865
2000-05-12,Hamlet,2,1.577287,2.419669
2015-08-07,The Diary of a Teenage Girl,2,1.477002,2.279959
2007-07-27,No End In Sight,2,1.433319,1.433319
1999-04-30,Get Real,2,1.152411,1.152411
2007-09-07,In the Shadow of the Moon,2,1.134358,1.134358
2011-04-08,Meek's Cutoff,2,0.977772,1.869928
2005-02-11,Inside Deep Throat,2,0.69188,0.69188
2001-09-28,Dinner Rush,2,0.638227,1.075504
2010-09-24,The Virginity Hit,2,0.636706,0.636706
1998-05-15,Clockwatchers,2,0.537948,0.539961
1985-11-06,Subway,2,0.390659,1.663296
2005-04-15,House of D,2,0.388532,0.466106
2008-01-18,Teeth,2,0.347578,2.350641
1996-07-26,Stonewall,2,0.304602,0.304602
2006-09-08,Sherrybaby,2,0.199176,0.759504
2015-02-13,The Last Five Years,2,0.147299,0.147299
1998-09-18,Six-String Samurai,2,0.134624,0.134624
2000-05-26,Hum to Mohabbt Karega,2,0.121807,0.121807
2005-04-15,It's All Gone Pete Tong,2,0.12062,2.226603
2010-01-29,Saint John of Las Vegas,2,0.102645,0.102645
1998-04-15,24 7: Twenty Four Seven,2,0.072544,0.072544
2014-09-19,Pump,2,0.072277,0.072277
2008-10-24,Roadside Romeo,2,0.055202,2.04609
2001-05-04,Eureka,2,0.049388,0.076654
2015-04-07,Lost River,2,0.045431,0.045431
2003-07-18,This Thing of Ours,2,0.037227,0.037227
2017-02-03,Growing up Smith,2,0.035312,0.035312
2009-03-20,Super Capers,2,0.030955,0.030955
1993-01-01,Return of the Living Dead 3,2,0.021,0.021
2009-11-20,The Missing Person,2,0.017896,0.017896
2012-10-19,The First Time,2,0.017061,0.017061
2006-02-10,London,2,0.012667,0.012667
2010-08-27,Circle,2,0.010024,0.010024
2008-10-31,Eden Lake,2,0.007321,4.294373
2010-06-11,Jerusalema,2,0.007294,0.010679
2006-06-23,Say Uncle,2,0.005361,0.005361
2013-09-13,Plush,2,0.00308,0.028864
2012-10-26,The Ghastly Love of Johnny X,2,0.002436,0.002436
2009-12-29,Lesbian Vampire Killers,2,0,3.620902
2011-09-09,Grave Encounters,2,0,2.151887
2015-10-23,Bone Tomahawk,2,0,0.481525
2004-12-10,Freeze Frame,2,0,0.105377
2013-04-01,Stitches,2,0,0.063555
2015-12-31,To Be Frank Sinatra at 100,2,0,9.26e-4
1971-04-28,Bananas,2,0,0
2009-12-31,Nine Dead,2,0,0
2008-10-14,No Man's Land: The Rise of Reeker,2,0,0
2007-07-07,Rockaway,2,0,0
